-5188, -9392, 10120, 9, 4, 36, -5028, -3480, 16304, -3282, 4961, 23258, -6684, -1828, 10900, -8081, 6171, 26874, -7344, -2280, 13124, -9699, 6209, 29505, -7504, -2440, 14624, -9232, 5112, 32005, -7604, -2948, 15168, -6852, 3698, 32767, -7868, -3520, 14388, -4650, 1989, 32767, -6956, -4228, 14296, -3893, 1185, 32767, -5348, -4140, 14976, -3466, 1712, 32767, -3972, -3876, 15496, -2976, 3261, 32767
-2104, -3220, 15496, -2554, 3936, 32767, -5984, -6232, 22792, -4573, 8420, 10897, -8256, -3456, 15660, -4502, 5066, 13048, -7532, -3256, 16288, -1500, 2658, 14121, -6444, -2544, 15716, -188, 1271, 14844, -6156, -2392, 15348, 287, 464, 15346, -5700, -2272, 14908, 148, 446, 16019, -4800, -2160, 14600, -312, 987, 16553, -3932, -2120, 14432, -1031, 1926, 16870, -3180, -1528, 14068, -1967, 3087, 17097
-2572, -1180, 13752, -3064, 3475, 17627, -7188, -7340, 25116, -5016, 1848, 7253, -11036, -5148, 12704, -6415, -265, 11617, -10632, -5624, 12608, -6242, -535, 15776, -9160, -6524, 12476, -8520, 333, 19535, -8512, -7588, 12724, -11299, 2064, 22755, -8448, -8796, 13780, -12997, 2697, 25680, -8316, -9832, 15016, -12914, 1521, 28779, -6296, -9480, 16060, -11312, 51, 32044, -3164, -8684, 16752, -10117, 59, 32767
-360, -8020, 17532, -9366, -240, 32767, -4504, -6824, 22748, -1569, 3708, 15489, -5744, -3940, 13016, -5059, 4353, 19265, -5228, -4160, 12704, -6998, 5440, 21212, -4456, -4268, 12656, -9268, 6052, 22491, -4292, -4788, 12768, -10585, 5637, 23305, -4588, -5112, 13292, -10735, 4169, 24308, -4120, -5148, 13896, -10401, 2456, 25757, -2896, -5084, 14196, -10394, 2308, 27833, -1612, -4816, 15120, -10988, 3371, 30201
-420, -4796, 16076, -11299, 4425, 32324, -2664, -6172, 31844, -739, 3040, 7623, -6292, -2556, 14576, -2730, 3969, 9181, -5748, -3476, 14400, -2389, 4005, 9946, -5316, -3164, 13836, -2802, 3179, 10674, -4604, -3488, 13528, -2969, 2229, 10939, -3788, -3556, 14012, -3086, 1167, 10715, -2060, -3384, 13852, -3671, 1227, 9536, -1784, -3388, 14192, -4569, 1476, 8218, -2236, -3432, 14760, -4812, 736, 8037
-1960, -2692, 15244, -4386, -113, 9488, -1064, -5516, 30624, 536, 3396, 5680, -5728, -2168, 15308, -1343, 3073, 7986, -4988, -2916, 14900, -913, 3202, 9171, -4920, -2828, 14220, -1506, 3049, 10245, -4508, -3112, 14104, -1947, 3108, 11135, -4432, -3436, 14284, -2154, 2769, 12118, -4064, -3544, 14060, -2154, 2583, 12369, -3764, -3628, 14284, -1832, 2154, 13038, -3300, -3352, 14276, -1290, 1503, 13884
-2224, -2736, 14300, -832, 1055, 14950, -2148, -5896, 30556, -2278, 3376, 8780, -6132, -2764, 14492, -5121, 5436, 10738, -5340, -3876, 14512, -5648, 6452, 11793, -5300, -4072, 15204, -6115, 6311, 12414, -4868, -4400, 15408, -5549, 5342, 13058, -4632, -4356, 15484, -4351, 3590, 13351, -3748, -3848, 15468, -2916, 1986, 13827, -2424, -3460, 15380, -1815, 1143, 14280, -1140, -3080, 15244, -1549, 1213, 14631
312, -2324, 14808, -2062, 2169, 14808, -5072, -7036, 20992, 3384, 1397, 13368, -5680, -4248, 13996, 971, 3223, 15892, -4704, -4736, 13424, -316, 4404, 17030, -4036, -4704, 13004, -2319, 4919, 17429, -3660, -4656, 13140, -3588, 4917, 17240, -3348, -4744, 13336, -3960, 3954, 16968, -2980, -4644, 13620, -3419, 2534, 16434, -1856, -4256, 13596, -2505, 1050, 15800, -744, -3736, 13448, -2311, 72, 15190
396, -3356, 13376, -2798, -340, 14867, -3628, -6512, 29448, 1855, 1874, -501, -6304, -3792, 13152, 71, 1219, 998, -8196, -4808, 12644, -583, 934, 1337, -10236, -5024, 12644, -1790, -220, 2571, -10996, -5344, 13000, -2345, -1099, 5263, -11404, -5268, 13532, -2487, -863, 9158, -10084, -5236, 13804, -2443, 224, 13001, -8320, -5160, 13548, -2641, 919, 16088, -6176, -4920, 13644, -3197, 1570, 17847
-3824, -4456, 13908, -3889, 2404, 18543, -4912, -6920, 26620, 778, 2811, 2161, -7408, -4052, 13796, -1420, 1776, 3933, -8772, -3872, 13968, -1216, 1331, 5082, -8828, -3872, 14028, -1754, 1024, 6746, -8396, -4188, 14076, -1964, 1475, 8637, -8060, -4196, 14212, -2216, 1902, 10401, -7232, -4540, 14184, -2244, 2262, 11876, -6508, -4864, 14000, -2144, 2642, 13109, -5708, -5048, 13904, -2687, 3093, 14105
